Inspection Date,Score
06/13/2016,77
12/31/2014,87
12/23/2015,96
08/01/2016,95
03/02/2015,91
05/21/2014,100
09/16/2014,81
02/09/2015,91
05/20/2014,87
09/21/2016,95
01/30/2014,96
05/01/2015,93
07/07/2015,95
02/24/2014,82
12/06/2013,100
09/22/2015,100
07/29/2016,93
03/04/2015,73
07/19/2016,97
06/09/2016,96
01/14/2014,100
01/22/2016,85
11/14/2014,85
12/04/2014,70
02/18/2015,100
02/04/2015,92
04/19/2016,82
03/17/2015,87
08/03/2015,97
05/14/2014,100
07/24/2015,97
05/21/2015,82
09/25/2014,93
04/05/2016,88
09/30/2014,92
06/12/2014,82
09/23/2014,100
06/16/2015,85
06/13/2016,95
07/17/2015,81
11/17/2014,100
08/14/2014,85
02/04/2014,94
10/06/2014,92
01/28/2014,100
02/04/2016,96
08/31/2016,99
07/29/2016,100
12/02/2014,83
10/05/2015,100
07/22/2015,80
11/12/2015,88
08/31/2016,90
08/05/2014,78
01/21/2015,96
06/22/2015,97
12/11/2014,100
01/16/2014,94
05/13/2015,88
04/14/2015,100
05/18/2016,79
05/20/2014,100
04/11/2016,91
10/05/2015,95
10/03/2016,91
02/11/2014,86
09/02/2014,93
02/11/2015,97
10/21/2015,91
03/12/2015,91
03/08/2016,74
10/06/2016,100
07/08/2015,97
02/25/2015,97
10/21/2014,96
06/16/2015,79
12/11/2014,92
10/14/2015,97
10/03/2014,97
03/31/2016,86
02/10/2014,96
08/27/2015,81
01/27/2016,97
09/19/2014,94
12/30/2015,96
06/06/2014,96
09/16/2015,85
11/03/2014,94
01/14/2016,94
10/23/2014,93
10/07/2014,97
08/11/2016,90
02/11/2014,87
11/03/2014,90
09/01/2015,100
07/28/2014,85
07/05/2016,97
11/25/2014,100
06/29/2015,93
07/15/2014,87
07/21/2015,100
08/10/2016,75
10/07/2015,97
11/20/2013,93
09/25/2014,100
08/26/2015,89
05/14/2015,84
09/04/2015,92
01/22/2015,95
03/11/2014,93
10/01/2015,100
03/30/2015,83
11/07/2013,100
09/11/2014,77
07/08/2016,99
04/18/2016,87
08/24/2015,90
02/20/2014,90
01/23/2015,75
10/20/2015,92
02/16/2016,93
08/04/2016,84
10/17/2014,94
07/31/2014,92
03/14/2016,82
10/12/2016,90
11/04/2013,80
10/13/2015,92
04/24/2015,92
04/20/2015,97
03/17/2015,91
10/01/2015,100
04/22/2016,97
05/20/2014,90
03/02/2016,83
04/06/2016,96
04/08/2015,95
08/07/2015,97
04/13/2015,90
11/14/2014,90
04/24/2015,100
03/17/2016,99
06/23/2015,96
02/13/2015,89
10/19/2015,82
10/27/2014,88
01/13/2014,94
07/22/2016,93
07/26/2014,96
06/17/2016,85
05/21/2014,88
12/31/2015,90
02/26/2015,93
05/21/2014,100
03/22/2016,100
08/11/2016,90
12/04/2015,85
12/05/2014,92
12/02/2015,92
01/20/2015,100
09/03/2014,97
05/22/2015,90
07/02/2014,88
09/26/2014,100
06/15/2015,96
05/18/2015,97
07/23/2015,96
11/18/2014,89
09/30/2014,87
10/31/2014,97
01/27/2015,97
12/02/2013,97
01/08/2014,89
04/08/2015,89
03/19/2015,94
07/15/2016,87
11/13/2015,84
03/05/2014,94
01/27/2016,92
04/03/2015,92
02/19/2016,79
07/16/2015,89
06/09/2015,96
04/12/2016,98
05/11/2016,93
05/09/2016,87
02/27/2014,97
01/22/2016,98
09/05/2014,100
01/27/2016,91
06/18/2015,90
11/21/2013,86
07/08/2014,97
07/24/2014,100
12/29/2015,79
09/29/2014,96
10/12/2015,76
10/24/2014,100
05/19/2014,97
02/11/2015,97
10/05/2015,96
09/22/2014,93
03/26/2014,85
09/30/2014,93
04/17/2015,96
06/16/2016,80
06/24/2014,80
08/25/2016,99
03/03/2016,100
06/23/2016,99
07/29/2016,97
06/07/2016,84
03/18/2015,97
01/23/2015,100
03/10/2016,86
10/24/2014,81
03/17/2015,92
06/10/2014,83
03/16/2016,84
03/26/2014,94
01/29/2014,71
06/12/2015,74
11/04/2014,86
09/24/2015,90
02/06/2015,91
05/27/2016,99
05/06/2014,90
09/12/2014,93
09/29/2014,67
11/24/2014,100
04/30/2014,90
11/26/2014,100
02/18/2015,100
01/14/2016,87
05/13/2014,94
10/22/2014,88
09/17/2014,97
03/05/2014,94
08/27/2014,74
10/02/2015,94
01/27/2015,100
07/29/2015,89
08/15/2016,91
12/10/2014,94
03/24/2015,97
01/21/2016,90
01/21/2016,91
09/30/2015,97
11/19/2015,97
04/27/2015,100
09/28/2015,85
06/22/2015,80
01/14/2015,85
07/30/2015,100
10/28/2015,84
01/28/2015,97
04/15/2015,92
05/13/2015,96
03/27/2015,97
07/08/2014,77
02/24/2015,100
08/06/2015,97
03/17/2015,85
10/23/2015,78
09/08/2016,86
11/05/2013,89
03/24/2016,96
10/30/2015,92
02/18/2015,100
09/09/2016,94
09/17/2015,82
10/07/2016,97
11/20/2013,89
06/15/2016,82
09/09/2015,87
03/16/2016,76
10/28/2014,93
07/21/2016,99
09/14/2015,100
04/10/2015,94
12/02/2015,99
02/01/2016,87
10/04/2016,79
09/29/2014,90
04/09/2015,78
08/31/2016,85
08/22/2016,99
02/11/2015,93
05/15/2015,97
07/30/2015,97
06/23/2016,96
12/07/2015,95
04/24/2015,89
05/22/2014,100
02/24/2014,100
01/24/2015,89
02/04/2016,99
01/27/2015,89
02/11/2016,70
02/04/2016,89
09/14/2016,86
07/12/2016,95
06/18/2016,92
05/06/2015,97
11/18/2015,96
03/13/2015,90
08/24/2015,97
05/27/2016,96
10/30/2014,92
08/08/2016,88
05/02/2016,96
03/25/2015,80
08/16/2016,97
09/22/2014,100
09/09/2015,100
05/11/2016,89
06/12/2014,97
04/29/2014,96
10/23/2014,93
09/15/2015,74
02/24/2014,91
09/16/2016,95
04/24/2015,78
12/30/2013,88
04/19/2016,91
05/11/2015,78
04/01/2014,95
04/11/2016,97
02/01/2016,81
03/17/2015,70
05/10/2016,92
02/12/2016,93
09/27/2016,97
05/02/2014,100
03/18/2014,100
11/04/2014,97
08/01/2014,90
07/01/2014,78
01/16/2015,97
03/12/2014,84
09/25/2015,93
07/28/2016,95
01/05/2016,97
03/07/2016,89
03/31/2015,85
07/12/2016,97
05/20/2016,92
08/26/2016,92
10/04/2016,91
06/21/2016,92
06/11/2014,100
11/21/2013,100
01/26/2015,82
03/04/2015,100
05/20/2014,88
09/22/2016,78
12/10/2013,88
08/04/2014,70
09/26/2016,81
07/27/2015,90
04/03/2015,94
09/11/2014,100
04/07/2015,79
05/04/2016,89
08/04/2016,73
08/19/2015,84
06/15/2016,94
09/09/2015,97
10/30/2015,95
06/25/2014,88
08/23/2016,88
05/06/2014,90
02/18/2016,96
08/24/2016,95
08/18/2016,91
10/13/2016,95
04/13/2016,97
12/05/2013,100
08/24/2015,84
05/31/2016,97
10/12/2016,100
10/27/2015,97
10/15/2014,97
03/10/2014,97
03/06/2015,92
05/03/2016,91
12/08/2014,100
04/09/2015,94
12/08/2015,83
02/16/2016,95
02/24/2016,78
07/20/2016,92
07/21/2014,88
06/01/2015,100
03/31/2014,89
12/12/2013,85
10/28/2014,93
05/05/2016,95
07/13/2015,100
10/26/2015,97
06/26/2014,84
07/01/2015,83
05/16/2016,89
07/07/2015,94
12/23/2013,100
08/19/2015,80
01/07/2015,87
08/08/2016,95
06/09/2015,78
09/30/2014,86
11/05/2014,97
03/27/2015,87
10/01/2014,78
01/28/2016,93
07/22/2014,100
06/15/2016,73
08/24/2015,100
09/15/2015,100
01/08/2016,95
04/14/2015,97
12/23/2015,92
10/22/2014,83
02/27/2014,81
12/08/2015,97
03/06/2015,100
02/26/2014,100
06/29/2016,92
01/16/2015,100
01/28/2015,90
03/09/2015,90
01/27/2014,97
12/12/2014,97
03/16/2015,97
08/08/2014,97
02/24/2016,89
03/06/2014,89
04/02/2015,92
02/03/2015,94
03/31/2016,70
03/31/2014,79
03/10/2015,100
06/21/2016,91
01/31/2014,89
07/07/2015,80
01/21/2016,96
11/04/2014,86
01/20/2016,97
09/10/2014,72
09/15/2014,77
12/23/2014,97
01/28/2015,100
06/28/2016,97
05/07/2015,97
02/26/2014,94
01/06/2015,90
03/17/2015,88
04/15/2014,96
11/21/2013,100
03/31/2014,94
08/27/2015,84
02/11/2014,100
12/08/2015,73
01/12/2015,89
07/16/2015,92
08/07/2015,97
04/23/2014,93
12/30/2013,100
10/22/2015,81
07/06/2016,90
08/29/2014,96
03/27/2014,97
03/05/2015,97
11/25/2014,82
06/27/2014,90
03/30/2015,100
10/05/2016,91
07/15/2016,96
05/28/2014,100
03/09/2016,94
01/08/2015,96
03/19/2015,96
01/13/2015,93
01/16/2014,96
02/02/2016,86
10/29/2014,88
07/13/2015,97
09/24/2015,100
11/10/2015,80
01/30/2015,90
04/04/2016,94
02/19/2015,80
07/15/2016,97
09/29/2015,97
08/07/2014,80
03/12/2014,70
08/26/2015,97
03/28/2014,89
03/17/2016,99
12/15/2014,80
11/21/2013,90
01/21/2016,87
08/09/2016,86
06/16/2015,93
03/12/2014,100
08/15/2014,91
08/21/2014,100
01/22/2016,94
12/08/2014,88
12/17/2013,100
03/25/2014,96
08/28/2015,91
06/14/2016,74
08/17/2015,74
07/29/2015,100
09/08/2016,97
04/08/2016,94
10/26/2015,96
07/08/2014,100
03/01/2016,91
05/23/2014,78
02/02/2016,91
11/10/2015,91
08/11/2016,92
07/12/2016,96
09/06/2014,96
01/12/2015,97
08/17/2016,74
09/23/2015,96
11/19/2014,85
06/21/2016,72
02/09/2016,70
05/27/2015,85
01/21/2014,80
12/31/2014,89
06/16/2016,100
10/14/2016,93
09/29/2016,88
05/04/2016,96
07/10/2014,82
02/11/2015,94
10/27/2015,79
06/24/2014,91
04/14/2015,87
03/26/2015,100
04/07/2014,81
06/23/2016,86
01/14/2016,93
03/29/2016,96
05/31/2016,88
08/31/2016,90
07/16/2014,89
07/17/2014,100
12/05/2013,88
12/03/2015,82
07/29/2014,86
07/23/2014,100
08/07/2015,87
08/31/2015,86
08/10/2015,72
04/14/2015,89
01/03/2014,90
08/11/2015,88
07/14/2015,74
12/17/2015,100
03/23/2016,94
08/14/2015,90
01/28/2015,93
09/19/2016,92
08/27/2014,75
05/20/2016,99
09/29/2016,92
11/19/2014,89
10/08/2015,97
04/16/2015,88
04/25/2014,100
09/04/2015,97
07/30/2014,100
06/04/2015,83
09/17/2015,90
07/12/2016,87
03/12/2014,92
07/16/2014,97
09/15/2015,94
08/23/2016,98
06/09/2016,83
06/18/2015,94
03/16/2016,93
05/03/2014,100
07/08/2016,93
04/07/2015,82
08/29/2014,76
09/16/2014,91
11/06/2013,97
05/18/2016,95
09/04/2015,95
12/16/2014,93
02/19/2016,99
03/23/2016,98
04/01/2014,89
03/10/2015,75
10/01/2015,97
08/15/2016,99
03/26/2015,87
04/15/2015,85
12/02/2015,83
08/01/2016,88
09/30/2014,97
09/27/2016,93
10/07/2014,100
06/03/2015,97
01/06/2016,70
07/23/2015,100
08/05/2014,93
02/18/2015,93
07/18/2016,90
08/01/2014,77
03/06/2015,94
09/12/2016,98
10/04/2016,61
11/26/2014,90
07/07/2016,92
08/06/2015,88
12/03/2015,95
09/16/2014,96
07/14/2016,86
12/12/2014,92
06/26/2014,100
08/05/2014,90
10/04/2016,96
02/02/2016,72
07/20/2016,97
10/30/2015,94
11/17/2015,82
11/17/2015,98
10/15/2015,88
01/05/2015,93
06/29/2015,100
04/11/2016,96
07/01/2016,95
01/26/2016,93
04/02/2015,91
07/27/2016,99
05/18/2015,77
04/21/2016,94
11/21/2013,100
11/06/2014,100
10/27/2015,97
09/18/2014,97
07/09/2014,100
06/17/2015,93
08/13/2014,88
07/10/2015,94
07/19/2016,100
10/06/2015,100
03/06/2015,85
02/22/2016,90
03/06/2014,94
07/23/2015,92
08/04/2016,95
04/15/2015,93
08/10/2015,94
09/23/2015,97
02/02/2016,97
01/15/2015,83
01/07/2015,90
12/11/2013,96
04/08/2015,80
11/18/2013,90
01/31/2014,90
09/08/2014,81
02/26/2015,91
03/18/2014,92
02/18/2015,97
10/15/2014,97
05/19/2014,93
11/07/2013,100
11/25/2013,78
03/01/2016,94
06/24/2014,84
12/22/2014,90
04/25/2016,94
02/20/2015,100
12/22/2015,97
04/03/2015,94
05/14/2015,100
01/15/2014,78
02/05/2015,88
04/10/2014,97
09/06/2016,92
05/20/2014,92
01/26/2015,86
08/10/2015,93
10/31/2014,97
03/18/2014,93
04/21/2015,94
09/30/2016,96
01/21/2014,100
05/24/2016,100
07/02/2014,93
11/12/2014,92
12/31/2015,95
06/16/2016,99
03/10/2015,96
12/12/2014,100
06/05/2015,90
05/10/2016,98
06/04/2014,96
09/06/2016,100
05/11/2016,93
08/11/2015,88
08/20/2015,92
07/14/2016,64
09/19/2014,100
12/02/2015,83
02/22/2016,93
04/30/2014,89
06/24/2016,100
01/13/2014,100
10/13/2016,91
05/08/2014,100
07/22/2014,89
02/11/2015,96
08/30/2016,77
08/31/2016,72
08/19/2014,97
01/21/2016,91
01/16/2015,95
05/13/2016,78
11/06/2015,91
03/12/2015,83
05/15/2014,92
06/27/2016,98
03/06/2014,97
09/23/2014,100
08/04/2014,92
10/14/2014,92
02/24/2016,75
04/16/2015,100
07/30/2015,86
06/05/2014,97
11/04/2014,85
05/05/2015,97
04/14/2016,96
07/21/2014,97
03/20/2015,71
02/19/2016,91
01/29/2015,78
02/04/2016,100
08/12/2016,90
07/11/2016,89
07/07/2015,94
06/30/2016,95
08/19/2015,80
03/30/2015,100
12/28/2015,98
09/15/2015,71
01/06/2016,91
02/02/2015,100
01/23/2014,85
05/20/2014,96
05/03/2016,76
08/13/2015,94
11/21/2014,100
05/10/2016,97
10/30/2014,87
09/02/2016,100
03/01/2016,92
07/19/2016,90
05/19/2015,77
09/24/2015,100
08/27/2015,82
07/16/2015,79
05/20/2015,97
06/29/2016,98
03/23/2016,100
01/21/2015,93
11/16/2015,94
12/04/2014,96
06/15/2016,88
03/17/2015,86
07/07/2016,100
09/08/2016,100
06/09/2016,88
08/28/2015,97
08/06/2014,96
05/16/2015,100
04/28/2014,100
04/23/2014,89
04/19/2016,93
03/18/2016,84
03/17/2016,97
08/14/2015,91
05/19/2015,97
08/24/2016,85
06/01/2015,100
10/15/2015,84
02/09/2015,75
06/12/2015,97
12/07/2015,81
03/06/2015,96
09/09/2015,90
09/29/2015,76
06/24/2014,82
09/28/2015,90
09/23/2016,91
09/27/2016,99
11/09/2015,94
03/17/2015,89
02/09/2016,100
02/25/2015,84
08/13/2015,87
07/13/2015,100
03/05/2015,92
06/29/2016,78
06/20/2014,88
08/24/2016,93
08/26/2015,96
06/22/2016,81
11/06/2015,100
12/30/2014,100
09/20/2016,79
02/11/2015,93
08/05/2016,86
06/15/2015,100
08/02/2016,95
09/08/2015,100
08/07/2015,93
04/29/2014,89
01/21/2015,71
03/16/2016,91
12/01/2015,89
09/09/2016,95
10/10/2014,97
08/06/2014,96
06/30/2014,100
01/09/2014,92
04/17/2014,100
01/08/2016,97
09/01/2015,100
02/24/2016,97
02/11/2014,100
08/18/2016,92
09/25/2014,93
04/29/2015,84
12/03/2015,98
05/02/2014,94
10/05/2016,100
05/16/2014,64
11/23/2015,97
05/20/2015,93
09/09/2015,97
06/17/2014,85
05/05/2014,100
11/06/2013,97
03/19/2014,92
02/23/2016,84
11/19/2015,82
04/14/2015,100
07/14/2015,88
05/17/2016,98
09/30/2015,94
10/21/2015,92
03/31/2014,100
06/30/2014,97
07/19/2016,100
12/03/2014,86
07/06/2016,86
03/20/2015,92
04/01/2014,89
01/23/2015,100
10/30/2014,100
06/26/2015,94
03/26/2014,100
12/13/2013,100
09/30/2015,94
09/10/2014,93
10/08/2015,90
05/30/2014,100
06/01/2015,90
01/02/2015,93
06/11/2015,85
06/17/2015,75
01/17/2014,86
03/28/2014,94
09/06/2016,89
04/09/2014,85
02/11/2016,82
02/09/2016,93
05/25/2016,78
06/25/2014,100
07/03/2014,89
03/21/2016,93
02/28/2014,82
12/04/2014,97
02/18/2015,100
03/26/2015,79
05/21/2014,97
02/05/2016,100
11/06/2015,93
06/10/2015,89
09/30/2016,78
02/25/2015,94
04/15/2016,100
12/10/2014,97
08/14/2015,92
02/02/2015,93
12/09/2013,100
05/02/2014,73
05/16/2015,100
06/20/2014,82
09/16/2015,93
06/02/2015,97
08/18/2016,89
01/20/2016,83
06/20/2014,94
02/17/2015,94
06/24/2016,99
05/19/2015,91
05/27/2015,85
03/14/2016,80
07/02/2014,90
04/21/2015,97
03/21/2014,97
03/10/2016,89
04/13/2016,77
06/19/2015,100
11/02/2015,79
03/05/2015,97
05/13/2016,71
06/19/2014,100
02/02/2015,80
01/15/2016,97
05/14/2015,93
01/15/2015,92
06/25/2014,83
09/22/2015,97
07/13/2016,93
01/07/2016,92
09/12/2016,92
01/07/2014,93
05/20/2015,92
03/14/2016,76
05/19/2016,97
10/05/2016,100
09/22/2015,100
01/25/2016,96
06/10/2016,71
06/25/2015,81
09/07/2016,96
05/06/2016,100
04/24/2015,92
04/03/2014,91
02/05/2015,94
07/20/2016,99
05/14/2015,82
02/26/2014,97
01/15/2015,93
07/21/2016,100
04/22/2015,97
04/20/2015,93
07/31/2015,84
08/12/2014,86
09/16/2016,86
09/06/2016,91
05/13/2016,97
04/15/2015,97
08/27/2014,97
05/18/2016,100
04/17/2015,97
04/30/2015,94
03/17/2016,93
07/31/2014,93
09/16/2016,100
07/30/2014,93
11/06/2014,93
02/25/2015,84
06/17/2015,93
10/22/2015,92
07/28/2016,91
09/03/2015,94
04/16/2014,89
04/24/2015,100
12/02/2015,99
03/10/2015,96
01/14/2014,85
08/25/2016,95
01/10/2014,86
06/26/2014,72
02/21/2014,100
12/10/2014,100
02/19/2015,97
09/17/2015,97
06/22/2015,74
05/04/2015,71
04/13/2015,89
06/24/2016,94
04/21/2015,100
08/30/2016,100
03/01/2016,100
07/30/2015,78
12/12/2013,90
06/08/2015,100
04/21/2016,94
08/03/2016,91
08/25/2014,94
12/11/2015,90
07/14/2015,87
04/22/2015,97
12/03/2015,94
02/21/2014,97
09/30/2014,85
09/03/2014,97
07/14/2014,93
07/15/2014,97
09/16/2015,86
07/28/2015,87
04/15/2016,97
11/19/2014,100
01/06/2016,73
11/12/2015,91
11/26/2013,92
03/11/2014,90
02/02/2016,94
03/03/2015,87
08/07/2014,97
04/25/2014,100
05/12/2014,100
03/24/2016,95
01/25/2016,72
07/29/2015,92
05/22/2014,94
03/03/2016,85
05/18/2016,93
11/19/2015,89
09/10/2014,97
06/28/2016,90
06/22/2016,73
08/25/2016,90
10/14/2016,93
04/14/2016,91
09/01/2016,82
05/14/2015,90
01/29/2014,82
07/09/2015,97
07/03/2014,89
01/23/2015,100
05/22/2015,97
05/20/2014,100
02/26/2015,100
10/15/2014,93
09/25/2014,97
05/01/2015,100
02/05/2015,90
05/21/2014,92
08/09/2016,96
09/20/2016,81
08/18/2015,76
06/19/2015,95
07/13/2015,97
01/06/2015,100
11/07/2013,87
10/24/2015,100
03/14/2016,89
01/15/2015,100
04/22/2014,100
12/22/2015,84
08/12/2015,97
12/05/2014,96
10/09/2015,91
12/15/2015,97
03/31/2014,91
08/29/2014,100
01/22/2014,96
09/12/2014,100
01/28/2015,97
06/26/2015,76
10/07/2016,92
11/14/2014,100
06/09/2016,91
05/21/2015,100
03/10/2015,93
04/21/2016,84
11/13/2014,100
01/11/2016,84
12/03/2014,82
11/25/2013,100
03/28/2014,84
01/29/2014,96
01/14/2016,82
01/06/2015,83
11/03/2015,96
06/09/2016,92
07/21/2015,85
10/23/2014,93
03/16/2015,91
07/28/2015,77
12/30/2015,100
02/01/2016,91
03/19/2015,96
11/04/2014,100
02/29/2016,84
07/13/2016,80
11/02/2015,98
07/19/2016,90
04/02/2014,93
11/20/2014,92
04/28/2015,97
01/02/2014,87
09/22/2014,100
07/16/2014,96
04/10/2015,94
08/01/2014,94
08/04/2014,94
10/05/2015,93
08/12/2016,98
01/07/2015,93
03/24/2014,97
08/10/2015,91
10/15/2015,90
04/25/2016,98
06/09/2016,78
05/27/2014,84
02/22/2016,95
04/17/2014,89
02/24/2015,100
02/11/2015,100
10/10/2014,100
09/03/2014,77
11/13/2014,100
02/04/2014,88
10/05/2016,81
03/09/2015,89
06/16/2016,96
07/24/2015,95
03/28/2016,100
06/03/2016,84
03/09/2015,83
01/07/2015,97
08/06/2015,91
09/03/2014,72
06/30/2015,94
04/02/2015,93
04/08/2015,74
09/14/2015,94
08/12/2014,100
06/30/2016,95
07/17/2014,82
10/21/2015,90
05/15/2015,100
12/17/2014,93
08/20/2014,82
02/13/2015,81
05/01/2015,85
02/26/2014,86
11/06/2014,84
03/12/2015,91
03/11/2015,96
12/16/2014,82
02/16/2016,97
05/02/2016,86
08/22/2016,98
11/12/2015,94
09/21/2016,97
11/21/2013,93
03/04/2016,84
05/22/2014,95
06/23/2015,76
08/26/2016,94
06/24/2014,88
07/30/2015,88
06/06/2016,93
09/22/2016,91
03/11/2016,100
03/11/2015,100
09/10/2015,100
11/22/2013,94
04/07/2016,91
07/20/2016,94
01/20/2016,94
07/26/2014,91
04/22/2015,93
12/09/2013,80
10/26/2015,89
01/02/2015,92
03/24/2015,90
10/16/2014,93
10/01/2014,100
08/03/2015,94
11/24/2014,81
10/21/2014,97
08/25/2015,96
01/15/2015,100
03/19/2014,77
01/29/2016,88
07/08/2015,93
05/18/2015,89
07/06/2015,86
07/09/2015,93
11/12/2014,97
07/16/2014,97
06/24/2016,99
08/15/2014,89
10/07/2016,95
08/03/2016,69
02/04/2016,73
03/20/2015,80
07/16/2015,97
02/27/2015,100
02/17/2015,94
06/02/2016,88
12/18/2014,100
02/09/2015,70
06/05/2015,83
01/07/2016,74
04/03/2015,90
09/08/2016,85
05/01/2014,83
09/13/2016,100
11/25/2015,90
12/02/2014,90
01/22/2015,93
06/07/2016,86
12/02/2013,100
11/18/2013,97
05/20/2014,100
04/28/2015,65
06/15/2015,88
05/20/2016,95
11/14/2013,100
12/01/2014,85
02/03/2015,85
04/09/2014,97
10/13/2016,92
04/07/2015,89
08/25/2015,88
06/24/2015,84
12/08/2015,93
09/29/2016,80
03/04/2015,88
08/05/2016,82
07/28/2016,97
04/09/2015,94
11/25/2013,93
09/07/2016,89
08/26/2014,97
12/08/2014,96
06/20/2014,92
08/15/2014,80
01/21/2015,100
08/06/2014,100
06/24/2014,94
01/07/2016,97
09/10/2015,78
07/31/2014,100
08/03/2015,100
03/01/2016,96
09/04/2015,92
01/14/2016,90
01/14/2015,96
07/21/2015,79
06/06/2016,78
07/19/2016,97
09/12/2016,85
05/18/2016,94
09/17/2014,95
03/28/2016,83
04/12/2016,100
09/03/2014,94
09/02/2016,93
10/23/2014,97
05/26/2016,99
11/21/2013,94
10/03/2014,88
08/04/2015,87
04/23/2015,97
09/28/2015,93
10/06/2016,67
09/28/2015,97
06/30/2014,100
08/24/2016,84
08/03/2015,92
08/04/2015,100
03/15/2016,79
03/21/2016,89
03/03/2015,93
10/05/2015,86
09/18/2015,72
05/16/2016,87
10/21/2015,96
04/12/2016,100
10/27/2014,96
11/24/2015,90
03/28/2016,100
08/14/2014,82
09/27/2016,91
07/10/2014,84
07/14/2016,90
07/12/2016,97
07/22/2015,100
09/22/2015,93
10/22/2015,94
05/20/2015,92
06/30/2016,92
04/17/2015,94
05/11/2016,98
03/17/2015,91
08/12/2015,91
01/11/2016,90
07/20/2016,74
04/06/2015,100
07/27/2015,96
07/15/2016,94
10/19/2015,95
02/23/2016,71
10/24/2015,100
09/02/2014,97
11/10/2015,99
07/09/2015,90
07/17/2014,100
03/05/2015,100
12/20/2013,94
02/20/2015,87
01/07/2015,100
04/29/2014,86
02/05/2015,97
08/31/2016,92
07/14/2016,80
08/31/2015,80
09/21/2016,70
02/12/2015,90
11/25/2013,94
09/10/2015,92
07/29/2014,96
12/17/2014,100
04/19/2016,94
02/12/2015,94
12/22/2014,100
01/06/2014,97
07/29/2014,76
05/06/2014,100
07/19/2016,89
09/30/2016,96
11/19/2013,97
11/25/2014,84
05/24/2016,91
03/18/2014,100
05/21/2014,100
03/09/2016,79
03/28/2016,92
06/04/2014,75
04/30/2014,100
08/21/2015,89
03/05/2014,86
03/09/2016,97
12/01/2014,100
04/08/2014,100
09/08/2016,85
03/24/2016,85
03/26/2014,73
06/01/2016,98
08/20/2014,88
06/29/2016,94
10/02/2015,87
01/02/2015,91
10/16/2015,100
11/24/2015,81
11/30/2015,97
02/05/2014,82
12/11/2013,100
09/13/2016,94
05/12/2016,81
11/17/2015,100
11/13/2014,90
04/07/2015,86
01/14/2016,95
07/26/2016,85
11/26/2014,94
05/08/2014,100
09/06/2016,95
03/26/2014,94
01/07/2015,93
03/31/2014,100
09/15/2016,90
11/05/2015,93
12/31/2013,93
06/03/2015,93
10/21/2015,100
12/10/2013,97
02/19/2016,93
04/15/2014,89
11/19/2013,93
10/09/2014,96
06/24/2016,98
02/08/2016,84
06/22/2015,93
03/06/2014,93
01/12/2016,85
07/31/2015,87
07/07/2016,80
06/03/2015,100
11/21/2013,97
09/19/2016,100
10/16/2015,96
08/28/2014,59
05/12/2016,82
02/04/2014,94
02/16/2016,94
08/27/2015,94
12/02/2015,97
09/17/2014,96
10/12/2016,100
01/07/2016,94
10/16/2015,100
04/12/2016,97
08/06/2014,80
10/06/2016,91
03/03/2015,96
03/06/2014,100
08/23/2016,89
08/06/2014,91
10/27/2014,90
11/20/2015,88
09/16/2014,86
01/25/2016,79
01/15/2014,100
04/17/2015,90
12/11/2013,85
03/02/2015,100
05/29/2014,97
03/11/2016,89
03/19/2014,100
04/08/2016,95
06/14/2016,89
11/19/2015,93
06/20/2016,79
01/19/2016,85
08/15/2014,74
11/14/2014,100
06/17/2015,96
10/27/2014,74
11/26/2013,78
07/28/2014,74
12/09/2015,99
05/12/2014,100
07/29/2016,93
05/12/2016,100
09/15/2015,100
11/04/2014,90
06/26/2014,94
02/23/2015,90
01/23/2015,92
05/18/2015,100
05/13/2015,97
03/29/2016,97
07/25/2016,90
07/27/2015,97
07/31/2014,100
03/09/2016,90
01/12/2016,84
05/05/2016,95
02/05/2015,100
07/15/2014,94
04/22/2016,91
07/19/2016,95
08/12/2014,78
12/03/2015,90
08/02/2016,91
12/01/2015,89
09/08/2016,100
07/16/2015,90
03/10/2016,85
01/14/2015,84
02/26/2016,88
03/25/2015,91
11/18/2014,100
09/08/2014,80
03/06/2015,87
08/15/2016,100
06/12/2015,94
03/24/2014,94
11/23/2015,92
03/20/2014,96
04/24/2015,100
06/01/2015,100
10/03/2016,98
04/14/2016,91
10/22/2015,89
07/15/2014,100
11/03/2014,78
11/02/2015,97
12/03/2013,100
03/10/2016,98
03/21/2014,84
07/17/2015,94
08/03/2015,100
04/27/2015,90
09/21/2016,79
11/07/2014,95
06/17/2016,93
01/16/2014,97
07/08/2015,94
04/13/2015,97
06/06/2014,90
03/19/2015,85
10/29/2014,96
12/19/2014,100
10/06/2016,87
08/16/2016,91
04/13/2015,93
10/18/2014,97
03/17/2015,100
02/01/2016,86
01/13/2015,97
05/22/2015,100
10/23/2015,97
05/03/2016,97
04/23/2015,94
10/23/2015,36
10/24/2014,97
07/12/2016,90
06/18/2015,89
05/17/2016,100
09/02/2014,97
03/11/2016,100
02/23/2015,97
09/03/2015,83
10/30/2014,100
04/10/2015,95
09/24/2015,97
11/12/2015,89
04/06/2016,99
04/23/2015,100
11/10/2014,100
07/21/2015,80
11/13/2014,96
11/07/2014,97
04/12/2016,89
08/03/2015,100
12/09/2015,87
01/22/2016,95
09/02/2016,95
09/25/2014,82
02/11/2015,100
09/30/2016,94
01/07/2016,95
02/26/2014,96
04/15/2014,93
10/24/2014,97
09/06/2016,97
09/08/2016,86
11/21/2014,100
01/31/2014,97
07/08/2015,100
03/21/2016,80
